t_dat,customer_id,article_id,price,sales_channel_id
2018-09-20,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,663713001,0.0508305084745762,2
2018-09-20,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,541518023,0.0304915254237288,2
2018-09-24,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,663713001,0.0508305084745762,2
2019-03-01,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,578020002,0.0135423728813559,2
2020-02-03,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,723529001,0.0254067796610169,2
2020-02-03,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,351484002,0.0220169491525423,2
2020-02-03,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,351484002,0.0220169491525423,2
2020-04-01,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,727808001,0.0677796610169491,2
2020-04-01,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,727808007,0.0677796610169491,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,858883002,0.0304915254237288,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,851400006,0.0593050847457627,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,750424014,0.0423559322033898,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,750424014,0.0423559322033898,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,870304002,0.0338813559322033,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,870304002,0.0338813559322033,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,852643001,0.0254067796610169,2
2020-04-18,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,852643003,0.0254067796610169,2
2020-09-15,000058a12d5b43e67d225668fa1f8d618c13dc232df0cad8ffe7ad4a1091e318,794321007,0.061,2
2018-09-20,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,505221004,0.0152372881355932,2
2018-09-20,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,685687003,0.0169322033898305,2
2018-09-20,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,685687004,0.0169322033898305,2
2018-09-20,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,685687001,0.0169322033898305,2
2018-09-20,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,505221001,0.020322033898305,2
2018-09-23,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,508184022,0.0118474576271186,2
2018-09-23,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,522992001,0.0186271186440677,2
2018-09-23,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,605106001,0.008457627118644,2
2018-09-23,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,567618001,0.0220169491525423,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,528931002,0.020322033898305,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,349301001,0.0101525423728813,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,590414001,0.020322033898305,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,590414002,0.0101525423728813,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,570309005,0.0135423728813559,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,577992001,0.0118474576271186,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,552570004,0.0152372881355932,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,649018001,0.0118474576271186,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,633150009,0.0118474576271186,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,581162008,0.008457627118644,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,616808001,0.008457627118644,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,567618002,0.0457457627118644,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,622964004,0.0101525423728813,2
2018-09-27,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,567618001,0.0220169491525423,2
2018-10-24,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,464454004,0.0054067796610169,2
2018-10-24,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,550718001,0.0243898305084745,2
2018-10-24,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,583533001,0.0271016949152542,2
2018-10-25,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,272591001,0.0118474576271186,2
2018-10-25,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,686406001,0.0830338983050847,2
2018-10-25,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,413707001,0.0220169491525423,2
2018-12-26,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,665851003,0.0050677966101694,1
2018-12-26,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,665851001,0.0067627118644067,1
2018-12-26,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,656213001,0.0186271186440677,1
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,351933001,0.0169322033898305,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,478549001,0.0355762711864406,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,634591002,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,665654001,0.020322033898305,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,724244001,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,681569001,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,703843001,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,609598006,0.0169322033898305,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,682899001,0.008457627118644,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,644073002,0.0169322033898305,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,678079005,0.0101525423728813,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,678079003,0.0050677966101694,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,562637001,0.0440508474576271,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,682334001,0.0881186440677966,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,609598012,0.0220169491525423,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,629801001,0.0338813559322033,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,644763001,0.0169322033898305,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,444325004,0.0237118644067796,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,678339001,0.0338813559322033,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,628794001,0.0118474576271186,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,634591003,0.0118474576271186,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,693387003,0.0220169491525423,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,636392001,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,636392001,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,644073001,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,664075001,0.0067627118644067,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,638939001,0.0152372881355932,2
2019-01-06,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,628816002,0.0152372881355932,2
2019-01-07,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,425217006,0.0067627118644067,2
2019-01-07,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,672800001,0.0254067796610169,2
2019-01-09,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,703656001,0.022864406779661,2
2019-01-09,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,566618004,0.0457457627118644,2
2019-01-09,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,605939001,0.0350677966101694,2
2019-01-09,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,671502001,0.0198135593220338,2
2019-01-09,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,694671001,0.0686271186440678,2
2019-01-09,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,694671001,0.0686271186440678,2
2019-01-16,00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2,610665002,0.0304915254237288,2
